Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
fd4606ce832d8496ae4376a5820987ffca6f055b1ba664ab60f9c5cc289e5619,2022-06,Gwent Police,Gwent Police,-3.127444,51.675773,On or near GLANSHON COURT,W01001381,Caerphilly 010B,Investigation complete; no suspect identified
0a4eaf59773ad9d874a6c9bc7a17356f9c3ba0932a85dc25d3748e54a2ea0352,2022-06,Gwent Police,Gwent Police,-3.030843,51.643626,On or near COCKER AVENUE,W01001532,Torfaen 010E,Investigation complete; no suspect identified
afe4d0d50549720a07921369e67a1d19c9f1cb0dff22c1e20e492d91b88c6191,2022-06,Gwent Police,Gwent Police,-3.164357,51.765544,On or near PARSONS ROW,W01001443,Blaenau Gwent 005A,Investigation complete; no suspect identified
3718857cd3cfb4fa600af98dd6ad06a0c04f31049ab9a8d6368b77c25db05145,2022-06,Gwent Police,Gwent Police,-2.718840,51.809799,On or near Supermarket,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
4799d1975c7bce2b88ae93a6067d912685aa99c4e1f3e9ae0781d9ddee115707,2022-06,Gwent Police,Gwent Police,-3.248828,51.723046,On or near RAILWAY TERRACE,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
d019a9f1cb9188a6a205ae4afd5227992bc2f3f1f8bdd3d864038173ac52c735,2022-06,Gwent Police,Gwent Police,-3.143814,51.664240,On or near EBBW VIEW TERRACE,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
46bb386515d269cd2eb624290ae49abcb1397993dc1c0e5aa21e3707cfbaa3ef,2022-06,Gwent Police,Gwent Police,-2.957289,51.612418,On or near HIGH STREET,W01001623,Newport 001A,Investigation complete; no suspect identified
90a2dfe0971b5418b10728c23ab98f977e28e0de0826998a340e97680e8d960a,2022-06,Gwent Police,Gwent Police,-2.968906,51.575368,On or near CORPORATION ROAD,W01001647,Newport 015F,Investigation complete; no suspect identified
67bdf09459c4fc533b36486dc46000f724f6a4ef2d1f3c2bb85e19f06ff7e2ab,2022-06,Gwent Police,Gwent Police,-3.212672,51.782868,On or near TOTHILL STREET,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
fc3fa5db395e0b12fad76202ea06b4dd79cb700ff65c8a89aa8cdbff9ec8a3f4,2022-06,Gwent Police,Gwent Police,-3.194449,51.668088,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
a3e9b97f723af7d7306741be17c8a45b44d06ef8dfcabd15d497576dec5e72da,2022-06,Gwent Police,Gwent Police,-2.944293,51.583274,On or near SPYTTY ROAD,W01001609,Newport 015B,Investigation complete; no suspect identified
b7d3617fa85cfad9053d979a5bcc568fa81d1ce6edc9511dff9fe4c7abd05be9,2022-06,Gwent Police,Gwent Police,-3.033475,51.651983,On or near Sports/Recreation Area,W01001528,Torfaen 010D,Investigation complete; no suspect identified
84bf3adf2686f9e68d6e337210e9c1bc4c0b7e68225cb7a99224cd53de443496,2022-06,Gwent Police,Gwent Police,-2.983208,51.586821,On or near Bus/Coach Station,W01001693,Newport 013E,Investigation complete; no suspect identified
3ba6dcb7dcf671ba17c08eb403a57501bcf6bbec2b3b6f9f62e2bb6a74c25031,2022-06,Gwent Police,Gwent Police,-3.030507,51.568872,On or near Sports/Recreation Area,W01001632,Newport 017D,Investigation complete; no suspect identified
7dba498fea907ba0b7707b2e80c9d104fb2e100561f45dfd2c014e16676dba09,2022-06,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
c851b5d3a632bce3581a15bb76f85e3ba98793b8bcc0858ff32df4262aceb6d8,2022-06,Gwent Police,Gwent Police,-3.128521,51.732454,On or near RHIW-PARK ROAD,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
36f315346f749177ec6083f5fbe6cbd43652464d8899f33645e1e77fdfde9a8e,2022-06,Gwent Police,Gwent Police,-3.183534,51.654855,On or near LLANARTH ROAD,W01001403,Caerphilly 011C,Investigation complete; no suspect identified
e9ecb808344aaf97c8b9aebb2127c98a1049ddfa6aaba3953c10a839a6530cdb,2022-06,Gwent Police,Gwent Police,-3.277997,51.608357,On or near Pedestrian Subway,W01001332,Caerphilly 018C,Investigation complete; no suspect identified
aebe01cde3080a869a0d83c24a51e6dd667914dc27c96f6e1a08ee40d7584356,2022-06,Gwent Police,Gwent Police,-2.943894,51.575877,On or near Supermarket,W01001646,Newport 015E,Investigation complete; no suspect identified
aeeb6f6dada41bc6380b19cc1642c2fe505cfa6be3a98a0f5416339afcdbda4b,2022-06,Gwent Police,Gwent Police,-2.967587,51.579874,On or near COLSTON AVENUE,W01001642,Newport 013A,Investigation complete; no suspect identified
e8312a321c060f11a45853a4b69a9be63c73ef148c80f319a3539c203090099f,2022-06,Gwent Police,Gwent Police,-3.184712,51.741531,On or near ITTON STREET,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
ae7b37e416d69da6264a1c1c2c5bb9757e7b8e124d813f07661ce4095c4882f9,2022-06,Gwent Police,Gwent Police,-3.006183,51.578138,On or near COLDRA ROAD,W01001686,Newport 014C,Investigation complete; no suspect identified
d00ad87f2fba73eadd193cbcdc4eef5f40390c80f3dd5f96203140b3549911ee,2022-06,Gwent Police,Gwent Police,-3.225656,51.575970,On or near Sports/Recreation Area,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
60dc4b347cc78aad10b9705a28b010046674a50cd749c941da5c9924c5efb5d3,2022-06,Gwent Police,Gwent Police,-3.047338,51.643866,On or near Pedestrian Subway,W01001497,Torfaen 011A,Investigation complete; no suspect identified
73f7eda19790af023b3d2aa9b02b802531b3c14e850db80544c19f74a5899929,2022-06,Gwent Police,Gwent Police,-3.035749,51.663598,On or near TY TRAPPA PLACE,W01001539,Torfaen 009E,Investigation complete; no suspect identified
1fb3f73f5953723de49d82d8a54b5edd3a215d1e1cb4776af01442bacf7ac962,2022-06,Gwent Police,Gwent Police,-2.955983,51.585319,On or near ABERTHAW DRIVE,W01001607,Newport 015A,Investigation complete; no suspect identified
c770850071febce069e1ae69fab9da40df20ea456749ae60ee96a0496387c92b,2022-06,Gwent Police,Gwent Police,-3.044794,51.650741,On or near ARCHER ROAD,W01001501,Torfaen 009A,Investigation complete; no suspect identified
3910197fe1112090cfdf4157fa6608ede10855fc5ef698811f3e3dd7f8dd3b33,2022-06,Gwent Police,Gwent Police,-3.220867,51.792718,On or near A4047,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
f5158f856bc86545913bfa80c2606f361bbbdb46f6e3a4dc53df4fdc9a6aa407,2022-06,Gwent Police,Gwent Police,-3.002979,51.589252,On or near SERPENTINE ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
2e114baaed59c1d9c54a788df2f6b5c4d66c814537557df9ba3a98413c913fd2,2022-06,Gwent Police,Gwent Police,-2.925603,51.601073,On or near A48,W01001664,Newport 010A,Investigation complete; no suspect identified
a76ee0a6ad58d42c5baf7a062bce04afb88112f11b0ec772ea550ab025f7baf7,2022-06,Gwent Police,Gwent Police,-2.917166,51.604422,On or near PRIORY GROVE,W01001639,Newport 004A,Investigation complete; no suspect identified
69df71c91618ffbce03826cb01cbc8cc3aea8132e4200f4475a97e7c5349cf62,2022-06,Gwent Police,Gwent Police,-3.210467,51.587088,On or near LINDEN GROVE,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
861ba52cd9df8a6fbfdd89544038e3dbe05797c652358358b627afb820cfb7ce,2022-06,Gwent Police,Gwent Police,-2.969320,51.596171,On or near WESTRAY CLOSE,W01001616,Newport 005C,Investigation complete; no suspect identified
d72f11747ef4b881d560b8b3fe0303186b376f82f833aa2ee7e1af2fecf4394b,2022-06,Gwent Police,Gwent Police,-3.207327,51.780342,On or near MARKET STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
fcb2dd7459800bb69801b746694ab8f5aede12de2fb9cc268e2da001684ca60d,2022-06,Gwent Police,Gwent Police,-3.068513,51.706032,On or near Parking Area,W01001523,Torfaen 004C,Investigation complete; no suspect identified
f064e97124a8f173eaac56046cb8c18dc02c5f41f4ba08878536596ca0726585,2022-06,Gwent Police,Gwent Police,-3.260337,51.706891,On or near HILL STREET,W01001360,Caerphilly 002A,Investigation complete; no suspect identified
17b0d8d41afccf351d516cc035485c9a9eee2fa94ea351afeb7cbd157d79dad1,2022-06,Gwent Police,Gwent Police,-3.001174,51.692230,On or near HILLCREST,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
a557262f7e5ec03370aba06c8b41f99feebcaeaf7d69b1729da35825a8097166,2022-06,Gwent Police,Gwent Police,-3.001125,51.648711,On or near TWM BARLWM VIEW,W01001507,Torfaen 008D,Investigation complete; no suspect identified
d761f11b1dd228456e315b46770d5a6054819d354daa42d236c2c86d8cc4943f,2022-06,Gwent Police,Gwent Police,-2.989181,51.582697,On or near GEORGE STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
bb965aa9a5521aca7ba0d1a08083316be3c307b7558ec56b4d81416b38c0805b,2022-06,Gwent Police,Gwent Police,-3.009656,51.547968,On or near LIGHTHOUSE ROAD,W01001912,Newport 020E,Investigation complete; no suspect identified
48358a7e2bd3c2db2acc0275d3d51accd8b697e3f1f700a57553318d2671d18e,2022-06,Gwent Police,Gwent Police,-3.178895,51.736734,On or near KING STREET,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
f952bed1aead1e2510f68d2e3b625731607bcf04d3255d98b2d53821eed2fda9,2022-06,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Investigation complete; no suspect identified
f1e468135882e3617aded41dd19fccd8a4a6d1b0c299de72377bc66da8a6e90e,2022-06,Gwent Police,Gwent Police,-3.191781,51.663925,On or near THORNCOMBE ROAD,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
9c2e1f4a2a05ade32a9612c9657f47aa978111377bf2c6c61ea3c851f9d56ada,2022-06,Gwent Police,Gwent Police,-3.214695,51.577298,On or near Supermarket,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
998711a922cfc783f262b909f714dc564631c2c8d2414735d0213aa2377a33f8,2022-06,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Investigation complete; no suspect identified
ec5f0b4cabc9ce877fea1fdc748fee54cae54e51d82ed53121705d60757db106,2022-06,Gwent Police,Gwent Police,-3.080637,51.542345,On or near TYNEWYDD DRIVE,W01001657,Newport 020C,Investigation complete; no suspect identified
5fb90a89e1587dd20dc83162f967ab08135bf5b56aa5b05269761bc4c97ece14,2022-06,Gwent Police,Gwent Police,-2.986043,51.594422,On or near TROSTREY STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
be2ad34f4dce3182348c47ec2fe57f85d5229b8ec027205f09db14726bbc2001,2022-06,Gwent Police,Gwent Police,-2.961495,51.596847,On or near ROMNEY CLOSE,W01001614,Newport 005A,Investigation complete; no suspect identified
f7e4026ff8f16bb6d0be0b64135e6a2648c18362e5f5f340dd16bf09c25ee5ac,2022-06,Gwent Police,Gwent Police,-3.037113,51.585269,On or near CHURCH CLOSE,W01001674,Newport 009E,Investigation complete; no suspect identified
69a096589ff14bec8118c315f5fae7c8bc0a7eb1051bc42cca28516cd86f056d,2022-06,Gwent Police,Gwent Police,-2.975933,51.588824,On or near OXFORD STREET,W01001612,Newport 011B,Investigation complete; no suspect identified
db0cf1659317f1c66d643da919835bfe9d1f2f517e3f9c759fbe3699de16b33e,2022-06,Gwent Police,Gwent Police,-3.247748,51.771090,On or near HARCOURT TERRACE,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
9112aeeb9d20ca531ac20b586f6eaeac182ae479bb5bdfa8f71c8422d7fd0b55,2022-06,Gwent Police,Gwent Police,-3.013540,51.571502,On or near CARDIFF ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
4e4fe6f963c8baa3e8e71a42c1f4d8b57ae2332ab8538bb993aaae5698a7c36b,2022-06,Gwent Police,Gwent Police,-3.166792,51.680640,On or near PEN-Y-GROES,W01001390,Caerphilly 006E,Investigation complete; no suspect identified
952a32941f7ad3ca9ab20c06ac18c105f80f2942a5dffc9857fda0cd765f27e4,2022-06,Gwent Police,Gwent Police,-3.240265,51.721221,On or near FOTHERGILLS ROAD,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
6d803bb6db31e93e92247f7520709d63439357e3d948cae2462843252748d54f,2022-06,Gwent Police,Gwent Police,-2.942418,51.687186,On or near Park/Open Space,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
13c4edb6762f7f925253855a0c5df3a98e3c0638509db98840202d697d298d26,2022-06,Gwent Police,Gwent Police,-2.971095,51.601578,On or near BURTON ROAD,W01001615,Newport 005B,Investigation complete; no suspect identified
33311aaa01c68b0e1d8344dd85a231408611d36b11a390618db8055af38d0a2c,2022-06,Gwent Police,Gwent Police,-3.051953,51.657187,On or near PERRY COURT,W01001536,Torfaen 009C,Investigation complete; no suspect identified
3c12016fa0f2dac120cf4e17ceaf6095b28889c7253c237b32735fa733584edb,2022-06,Gwent Police,Gwent Police,-3.028278,51.613931,On or near ITCHEN ROAD,W01001622,Newport 003F,Investigation complete; no suspect identified
10d63b0f9510e78b9cb36e714aa25aa744de5f819ecb3bc9d4c9828c0f45b51d,2022-06,Gwent Police,Gwent Police,-2.990384,51.583613,On or near LOWER DOCK STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
6446e17d4a52c1fa1eb27f719b347e631a224fa3dd1a24ee2364593acf8f54c3,2022-06,Gwent Police,Gwent Police,-3.243148,51.686474,On or near HEOL CARADOC,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
3fb2fac751ded8d80cbb96b81f892e16ae264cda2a5c08f69214dff4daee538a,2022-06,Gwent Police,Gwent Police,-2.987376,51.593952,On or near TURNER STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
bb2a25143de08908d12441fb030b0517bf429235733266a1b9d648ebf9276902,2022-06,Gwent Police,Gwent Police,-3.042567,51.643171,On or near JULE ROAD,W01001498,Torfaen 011B,Investigation complete; no suspect identified
f27b697d5b5d91fda98b1413d8e4ff28dd7aad96bf94ded2ae1b875f22b77274,2022-06,Gwent Police,Gwent Police,-2.950109,51.577751,On or near FOSSE ROAD,W01001646,Newport 015E,Investigation complete; no suspect identified
c44c399a8793655c1cb5eaaee5f4e1a18fab47e359d5d6259a8b391b8c2517be,2022-06,Gwent Police,Gwent Police,-3.009412,51.574064,On or near Petrol Station,W01001629,Newport 017A,Investigation complete; no suspect identified
4ef81624d6fc3b4ea7b56e12a469f27db6569ce445a859862633a1a327ca2d5c,2022-06,Gwent Police,Gwent Police,-3.039160,51.643957,On or near NOLTON PLACE,W01001532,Torfaen 010E,Investigation complete; no suspect identified
ecd63c1e8562545b187af401aeef50923917c61a1490c6748542215e4aad3e74,2022-06,Gwent Police,Gwent Police,-2.752307,51.590264,On or near Supermarket,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
87b2357ddeff29608bbea5d41fd0b1b55591f6c67f13b0f15ce81bfa3f003a41,2022-06,Gwent Police,Gwent Police,-3.245054,51.653643,On or near WINDING WHEEL LANE,W01001432,Caerphilly 013D,Investigation complete; no suspect identified
e9cc25c289abfe9c4c4874d9475d6f0bd049caf9ec378790220700a0bccdbeff,2022-06,Gwent Police,Gwent Police,-3.018480,51.823032,On or near Parking Area,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
84147727279c28ff28f3f7037451586f9072e50825bfb8227ca8a4bcb65ac2f1,2022-06,Gwent Police,Gwent Police,-3.144916,51.679245,On or near KENNARD TERRACE,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
1516a3da75209077be4f122f4f9a1de7bb955c439f75f44365596968dc77d3c2,2022-06,Gwent Police,Gwent Police,-3.183091,51.673913,On or near GROVESIDE ROAD,W01001391,Caerphilly 006F,Investigation complete; no suspect identified
17717a0944ff17c1c47b72054c3c41138d69ea00c02e21748ac3af604b8edd62,2022-06,Gwent Police,Gwent Police,-3.028741,51.610177,On or near BLACKWATER CLOSE,W01001621,Newport 003E,Investigation complete; no suspect identified
eb77ada59254c3217b74e27f5db63789c26c7efbb16a4b01946b707f7da84013,2022-06,Gwent Police,Gwent Police,-3.011822,51.570186,On or near BUXTON CLOSE,W01001633,Newport 019A,Investigation complete; no suspect identified
3f02846d70134b29837c3417a465ae6f2794c5e7fb5a409eb2b0870d3d9e6e78,2022-06,Gwent Police,Gwent Police,-3.157819,51.759791,On or near LANCASTER STREET,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
8ae5788cf4d0adb74d141b54eec062602fbcf77c9ee11fb54ec6213179f7f7d7,2022-06,Gwent Police,Gwent Police,-2.980700,51.589665,On or near SPEKE STREET,W01001691,Newport 011D,Investigation complete; no suspect identified
42bb47409d7ef48c5aa4bd23ac14d30fb0d13d8b8f3384dcde40af2c27045c17,2022-06,Gwent Police,Gwent Police,-3.052523,51.645600,On or near Pedestrian Subway,W01001497,Torfaen 011A,Investigation complete; no suspect identified
ec0f31c573a473808454678a9ede05ef9ba71d151cbb1943c9e5e66408f0f450,2022-06,Gwent Police,Gwent Police,-3.213621,51.573820,On or near VAN ROAD,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
c155cfeda5a972cd583d1019cbc90854ab3fbf12f5542105a583f138b6450728,2022-06,Gwent Police,Gwent Police,-3.223553,51.801403,On or near GLYNDWR ROAD,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
e2a546d4405d1a4ef52ce66f42382724c1b43963ab49738ed4ae767437452252,2022-06,Gwent Police,Gwent Police,-5.050010,50.261692,On or near Bus/Coach Station,E01018809,Cornwall 044C,Investigation complete; no suspect identified
9cde31472806a6d9714837aecb18941ee6a78893136ffa65ccb862e77fd48189,2022-06,Gwent Police,Gwent Police,-2.974523,51.587676,On or near SOHO STREET,W01001612,Newport 011B,Investigation complete; no suspect identified
b2421404d13bc95542f62bbbe81428493b0b5652cf690fa6a40b56c72b5e00f3,2022-06,Gwent Police,Gwent Police,-3.194449,51.668088,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
6b282d07644b2db128070ac7437e53290544ab442febb4845908079b006f6b2b,2022-06,Gwent Police,Gwent Police,-3.143070,51.616861,On or near BEECHWOOD AVENUE,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
e75c74094934401fd8003dcdffe9cd982e3d9b393369179cbff7056a10a09091,2022-06,Gwent Police,Gwent Police,-3.014068,51.667123,On or near PENCOED PLACE,W01001493,Torfaen 008A,Investigation complete; no suspect identified
d835ef65dac1821b802c0a90c5ea1f5f67c370c9c7f0d1cb3876d841ff0761ac,2022-06,Gwent Police,Gwent Police,-2.959304,51.588116,On or near SOMERTON CRESCENT,W01001607,Newport 015A,Investigation complete; no suspect identified
0117d9a8539371eb2cf8bed4f2c6aa660c3b7d0234d1d33c6da3b410ed4d5e4b,2022-06,Gwent Police,Gwent Police,-3.053086,51.648688,On or near Pedestrian Subway,W01001499,Torfaen 011C,Investigation complete; no suspect identified
a2faa70b27752afa1a87055f96731e9cf860be83098cd70edb57f0995232cd23,2022-06,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
a713d7d9b1c4f3c2e1eee386bc6d136a9a20cb28c8eea2a9bd69d9be86ae70b7,2022-06,Gwent Police,Gwent Police,-3.011822,51.570186,On or near BUXTON CLOSE,W01001633,Newport 019A,Investigation complete; no suspect identified
86e69cbbb77a81dcde9e5b6703ef0b30427548eba43d5b493f3e8ecd14b79205,2022-06,Gwent Police,Gwent Police,-3.145855,51.663186,On or near HILL STREET,W01001382,Caerphilly 010C,Investigation complete; no suspect identified
7802f8fd5c6676af4c3d0499273025ea24c944d9a07e5b86e3c76cb4b276412b,2022-06,Gwent Police,Gwent Police,-2.977535,51.583451,On or near LILLESHALL STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
2e5a9300057d8d02d747b8caa05a599efc7b2bae46cf0436f563a09d456ddcdb,2022-06,Gwent Police,Gwent Police,-3.006477,51.611665,On or near WESTFIELD DRIVE,W01001654,Newport 002D,Investigation complete; no suspect identified
78cc34d1bedf33e7ed6a12b4af3fe0b1f9ad8f556bed1281d6ef8d19a711d9b0,2022-06,Gwent Police,Gwent Police,-3.225186,51.585839,On or near Supermarket,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
14468c690b9495f02f7ab1b9c776298f94fffbae4c5a539e81ed1a5af32c349c,2022-06,Gwent Police,Gwent Police,-3.045295,51.659988,On or near THORNHILL ROAD,W01001536,Torfaen 009C,Investigation complete; no suspect identified
7afecb96de26949ae8ebbf5abb06e78418e6f42e2aab85d04f278204f2153285,2022-06,Gwent Police,Gwent Police,-2.988447,51.576814,On or near TEMPLE STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
95bfcc9ccfa2cf6a1be8ee26827e57510d16c1936fe8a5897c3c576313f692f1,2022-06,Gwent Police,Gwent Police,-3.018418,51.696047,On or near THE HIGHWAY,W01001513,Torfaen 005D,Investigation complete; no suspect identified
ff0b3c902d262c3eabb92789ea81d0a3df77f0826122c97cc027948b83b296d7,2022-06,Gwent Police,Gwent Police,-3.221625,51.799823,On or near RHONDDA CLOSE,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
10e0c8e43bb00ecbf115f796ef5c9ae6fca755036328dd78772a154635387047,2022-06,Gwent Police,Gwent Police,-3.093310,51.828015,On or near HEOL Y COMIN,W01001561,Monmouthshire 003A,Investigation complete; no suspect identified
c1f2b51873fe841bf2eeff4cc4a544a0d2f6946559f01b3ad84cc058fad06cab,2022-06,Gwent Police,Gwent Police,-2.989171,51.574911,On or near JAMES STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
66079288c4b410ed5ba51efac7eb22caabc114b114e81351f142805b6889ea61,2022-06,Gwent Police,Gwent Police,-2.763065,51.606847,On or near VERNON GROVE,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
0b1946cc0700e1140b51d34ed48b1c5cb046a64926a2ed1bdbf4479379055f8c,2022-06,Gwent Police,Gwent Police,-2.665799,51.624819,On or near PHOENIX DRIVE,W01001593,Monmouthshire 008E,Investigation complete; no suspect identified
bd632ae25466eeac17e766af521961e5712a6b7d8cbc7d0b105cf784b46b4516,2022-06,Gwent Police,Gwent Police,-2.980755,51.738151,On or near MIDFIELD,W01001556,Monmouthshire 006B,Investigation complete; no suspect identified
cf552693fa2523197e398f4fe5b783186b4b766a1f45e455eea1ab1648c448ad,2022-06,Gwent Police,Gwent Police,-3.184082,51.790002,On or near GOLF ROAD,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
55969ea567c53fadcf4472677f95f8fb3cfb84ab52eb4272b2e8f50fc4f2fb50,2022-06,Gwent Police,Gwent Police,-3.010210,51.582060,On or near STOW PARK CIRCLE,W01001629,Newport 017A,Investigation complete; no suspect identified
312011841f6b18cdd48723394fdf73b8d3c1c01dc56ea461e65f1336a9f60967,2022-06,Gwent Police,Gwent Police,-3.250582,51.659636,On or near RHOSYN VIEW,W01001418,Caerphilly 008E,Investigation complete; no suspect identified
06bb878a5927b15e4aef6ee50afe525fd6f77a85c88f104b9517393d140e2c1e,2022-06,Gwent Police,Gwent Police,-3.016142,51.617624,On or near TREVITHICK CLOSE,W01001652,Newport 002B,Investigation complete; no suspect identified
bb4d75d4b670525d800e49099723c54cae6e31b2ee29a21f7e541a984caf836e,2022-06,Gwent Police,Gwent Police,-3.218595,51.795547,On or near A4046,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
970dddd898464800cfcdf7038f9f8749b8cf678ae94f76f56b7a51f8c1871303,2022-06,Gwent Police,Gwent Police,-3.167921,51.779526,On or near DALE VIEW,W01001468,Blaenau Gwent 005E,Investigation complete; no suspect identified
ef08aecf5acc5fdce1030d6a849525c4852fd2714d2a0d80af38c407fd4f57bd,2022-06,Gwent Police,Gwent Police,-3.230452,51.599118,On or near HEOL BEULAH,W01001368,Caerphilly 019C,Investigation complete; no suspect identified
432280657efb71b51c103790c037f46678bea6dc3ab66893b6743d6b2cb240bb,2022-06,Gwent Police,Gwent Police,-3.221601,51.573809,On or near ST FAGANS STREET,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
7e072e45a11d1d843d237db29b0636a8b8085fcc8e2da61689d623c9ff532696,2022-06,Gwent Police,Gwent Police,-2.941400,51.591372,On or near RINGWOOD AVENUE,W01001668,Newport 010D,Investigation complete; no suspect identified
e1810abfa2dbe555d4242fe8255b4817c7bf132bbde210e77215cce40788b329,2022-06,Gwent Police,Gwent Police,-2.977627,51.589736,On or near CHEPSTOW ROAD,W01001691,Newport 011D,Investigation complete; no suspect identified
1ca89048aeb34c1c44d09369f7a83d815836b4a15d5ff0c2d0271d8b55dfb23b,2022-06,Gwent Police,Gwent Police,-3.002807,51.587365,On or near GODFREY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
